timestamp,node_id,node_type,cpu_usage,memory_usage,throughput_mbps,latency_ms,is_anomaly
2025-09-03 13:22:22,node_00,server,0.265,0.736,59.3,3.28,False
2025-09-03 13:32:22,node_00,server,0.278,0.711,15.5,2.95,False
2025-09-03 13:42:22,node_00,server,0.174,0.686,53.2,1.99,False
2025-09-03 13:52:22,node_00,server,0.23,0.762,41.8,2.46,False
2025-09-03 14:02:22,node_00,server,0.243,0.448,9.4,3.38,False
2025-09-03 14:12:22,node_00,server,0.398,0.719,39.8,10.05,True
2025-09-03 14:22:22,node_00,server,0.333,0.686,0.0,3.5,False
2025-09-03 14:32:22,node_00,server,0.247,0.446,36.2,2.87,False
2025-09-03 14:42:22,node_00,server,0.092,0.598,56.4,2.08,False
2025-09-03 14:52:22,node_00,server,0.185,0.671,20.9,2.54,False
2025-09-03 15:02:22,node_00,server,0.265,0.631,8.3,1.94,False
2025-09-03 15:12:22,node_00,server,0.137,0.66,0.0,2.47,False
2025-09-03 15:22:22,node_00,server,0.039,0.598,0.0,2.16,False
2025-09-03 15:32:22,node_00,server,0.187,0.616,16.1,1.58,False
2025-09-03 15:42:22,node_00,server,0.148,0.621,32.5,2.46,False
2025-09-03 15:52:22,node_00,server,0.285,0.57,0.0,3.63,False
2025-09-03 16:02:22,node_00,server,0.228,0.428,5.0,2.69,False
2025-09-03 16:12:22,node_00,server,0.102,0.655,0.0,2.96,False
2025-09-03 16:22:22,node_00,server,0.145,0.563,15.7,2.28,False
2025-09-03 16:32:22,node_00,server,0.079,0.527,11.6,2.89,False
2025-09-03 16:42:22,node_00,server,0.17,0.62,0.0,2.45,False
2025-09-03 16:52:22,node_00,server,0.399,0.654,17.0,3.08,False
2025-09-03 17:02:22,node_00,server,0.167,0.434,0.0,2.3,False
2025-09-03 17:12:22,node_00,server,0.282,0.641,0.0,2.98,False
2025-09-03 17:22:22,node_00,server,0.106,0.604,0.8,1.94,False
2025-09-03 17:32:22,node_00,server,0.0,0.558,25.8,1.77,False
2025-09-03 17:42:22,node_00,server,0.0,0.569,16.9,0.11,False
2025-09-03 17:52:22,node_00,server,0.0,0.653,6.0,2.49,False
2025-09-03 18:02:22,node_00,server,0.055,0.524,37.1,1.87,False
2025-09-03 18:12:22,node_00,server,0.169,0.615,0.0,2.09,False
2025-09-03 18:22:22,node_00,server,0.076,0.374,0.0,2.19,False
2025-09-03 18:32:22,node_00,server,0.144,0.678,47.8,1.75,False
2025-09-03 18:42:22,node_00,server,0.0,0.528,17.9,2.26,False
2025-09-03 18:52:22,node_00,server,0.3,0.569,31.1,2.48,False
2025-09-03 19:02:22,node_00,server,0.26,0.642,18.3,2.79,False
2025-09-03 19:12:22,node_00,server,0.151,0.6,0.0,2.17,False
2025-09-03 19:22:22,node_00,server,0.24,0.51,34.8,3.27,False
2025-09-03 19:32:22,node_00,server,0.012,0.607,0.0,2.03,False
2025-09-03 19:42:22,node_00,server,0.337,0.643,0.0,2.01,False
2025-09-03 19:52:22,node_00,server,0.055,0.595,0.0,1.34,False
2025-09-03 20:02:22,node_00,server,0.246,0.557,58.1,3.41,False
2025-09-03 20:12:22,node_00,server,0.107,0.714,0.0,3.52,False
2025-09-03 20:22:22,node_00,server,0.161,0.531,18.6,1.76,False
2025-09-03 20:32:22,node_00,server,0.159,0.672,26.6,3.05,False
2025-09-03 20:42:22,node_00,server,0.248,0.439,11.0,2.22,False
2025-09-03 20:52:22,node_00,server,0.145,0.623,0.0,3.28,False
2025-09-03 21:02:22,node_00,server,0.329,0.558,67.4,2.3,False
2025-09-03 21:12:22,node_00,server,0.106,0.475,23.6,2.82,False
2025-09-03 21:22:22,node_00,server,0.293,0.595,1.2,3.3,False
2025-09-03 21:32:22,node_00,server,0.139,0.685,7.1,3.35,False
2025-09-03 21:42:22,node_00,server,0.138,0.661,0.0,2.45,False
2025-09-03 21:52:22,node_00,server,0.047,0.514,0.0,2.81,False
2025-09-03 22:02:22,node_00,server,0.284,0.607,5.8,2.44,False
2025-09-03 22:12:22,node_00,server,0.242,0.6,18.7,3.11,False
2025-09-03 22:22:22,node_00,server,0.324,0.574,15.8,3.1,False
2025-09-03 22:32:22,node_00,server,0.261,0.682,24.4,3.0,False
2025-09-03 22:42:22,node_00,server,0.543,0.745,48.6,3.77,False
2025-09-03 22:52:22,node_00,server,0.231,0.663,0.0,1.87,False
2025-09-03 23:02:22,node_00,server,0.535,0.561,49.6,3.44,False
2025-09-03 23:12:22,node_00,server,0.261,0.469,65.8,2.56,False
2025-09-03 23:22:22,node_00,server,0.347,0.327,47.3,3.43,False
2025-09-03 23:32:22,node_00,server,0.241,0.696,83.4,3.33,False
2025-09-03 23:42:22,node_00,server,0.439,0.676,42.7,4.81,False
2025-09-03 23:52:22,node_00,server,0.507,0.693,69.1,3.83,False
2025-09-04 00:02:22,node_00,server,0.402,0.52,23.9,3.09,False
2025-09-04 00:12:22,node_00,server,0.437,0.643,45.4,3.18,False
2025-09-04 00:22:22,node_00,server,0.208,0.74,56.0,1.51,False
2025-09-04 00:32:22,node_00,server,0.429,0.53,29.2,3.19,False
2025-09-04 00:42:22,node_00,server,0.474,0.667,53.5,3.24,False
2025-09-04 00:52:22,node_00,server,0.392,0.484,34.8,3.16,False
2025-09-04 01:02:22,node_00,server,0.448,0.699,93.3,3.59,False
2025-09-04 01:12:22,node_00,server,0.623,0.586,53.5,4.08,False
2025-09-04 01:22:22,node_00,server,0.557,0.595,38.4,3.14,False
2025-09-04 01:32:22,node_00,server,0.578,0.647,83.1,4.52,False
2025-09-04 01:42:22,node_00,server,0.463,0.553,50.1,3.59,False
2025-09-04 01:52:22,node_00,server,0.599,0.592,56.1,4.13,False
2025-09-04 02:02:22,node_00,server,0.463,0.615,77.9,2.95,False
2025-09-04 02:12:22,node_00,server,0.516,0.522,71.6,2.45,False
2025-09-04 02:22:22,node_00,server,0.453,0.636,71.0,3.75,False
2025-09-04 02:32:22,node_00,server,0.668,0.632,42.2,3.94,False
2025-09-04 02:42:22,node_00,server,0.614,0.544,62.5,3.11,False
2025-09-04 02:52:22,node_00,server,0.631,0.617,76.3,4.17,False
2025-09-04 03:02:22,node_00,server,0.459,0.687,86.8,3.8,False
2025-09-04 03:12:22,node_00,server,0.668,0.607,98.1,3.3,False
2025-09-04 03:22:22,node_00,server,0.614,0.546,71.2,4.42,False
2025-09-04 03:32:22,node_00,server,0.735,0.443,59.3,4.34,False
2025-09-04 03:42:22,node_00,server,0.692,0.651,99.4,4.42,False
2025-09-04 03:52:22,node_00,server,0.586,0.684,94.4,4.03,False
2025-09-04 04:02:22,node_00,server,0.587,0.684,80.9,3.97,False
2025-09-04 04:12:22,node_00,server,0.738,0.537,75.8,5.26,False
2025-09-04 04:22:22,node_00,server,0.589,0.698,64.6,3.36,False
2025-09-04 04:32:22,node_00,server,0.706,0.624,109.9,4.1,False
2025-09-04 04:42:22,node_00,server,0.564,0.646,57.7,4.02,False
2025-09-04 04:52:22,node_00,server,0.499,0.532,87.9,3.88,False
2025-09-04 05:02:22,node_00,server,0.633,0.646,70.7,3.35,False
2025-09-04 05:12:22,node_00,server,0.636,0.666,84.0,4.35,False
2025-09-04 05:22:22,node_00,server,0.663,0.665,103.2,4.49,False
2025-09-04 05:32:22,node_00,server,0.604,0.569,73.1,4.1,False
2025-09-04 05:42:22,node_00,server,0.809,0.587,115.6,5.04,False
2025-09-04 05:52:22,node_00,server,0.74,0.66,132.3,4.76,False
2025-09-04 06:02:22,node_00,server,0.92,0.772,129.3,17.07,True
2025-09-04 06:12:22,node_00,server,0.593,0.595,124.8,3.43,False
2025-09-04 06:22:22,node_00,server,0.904,0.705,106.9,4.55,False
2025-09-04 06:32:22,node_00,server,0.751,0.547,93.1,4.95,False
2025-09-04 06:42:22,node_00,server,0.65,0.573,102.8,4.45,False
2025-09-04 06:52:22,node_00,server,0.667,0.593,81.1,4.23,False
2025-09-04 07:02:22,node_00,server,0.875,0.641,86.9,3.81,False
2025-09-04 07:12:22,node_00,server,0.559,0.488,89.3,3.4,False
2025-09-04 07:22:22,node_00,server,0.847,0.569,66.0,4.42,False
2025-09-04 07:32:22,node_00,server,0.857,0.694,67.4,4.22,False
2025-09-04 07:42:22,node_00,server,0.683,0.778,77.6,4.54,False
2025-09-04 07:52:22,node_00,server,0.715,0.598,112.4,4.36,False
2025-09-04 08:02:22,node_00,server,0.631,0.568,106.6,4.21,False
2025-09-04 08:12:22,node_00,server,0.737,0.44,103.6,3.8,False
2025-09-04 08:22:22,node_00,server,0.554,0.497,85.6,3.86,False
2025-09-04 08:32:22,node_00,server,0.675,0.714,65.4,2.85,False
2025-09-04 08:42:22,node_00,server,0.651,0.537,107.4,4.64,False
2025-09-04 08:52:22,node_00,server,0.679,0.735,120.9,5.04,False
2025-09-04 09:02:22,node_00,server,0.531,0.508,107.0,3.9,False
2025-09-04 09:12:22,node_00,server,0.759,0.513,114.7,4.85,False
2025-09-04 09:22:22,node_00,server,0.57,0.746,133.2,4.41,False
2025-09-04 09:32:22,node_00,server,0.735,0.615,71.7,4.41,False
2025-09-04 09:42:22,node_00,server,0.528,0.503,84.2,3.25,False
2025-09-04 09:52:22,node_00,server,0.774,0.62,80.9,4.58,False
2025-09-04 10:02:22,node_00,server,0.572,0.5,97.0,3.55,False
2025-09-04 10:12:22,node_00,server,0.353,0.545,96.5,3.78,False
2025-09-04 10:22:22,node_00,server,0.493,0.515,51.5,3.5,False
2025-09-04 10:32:22,node_00,server,0.663,0.555,86.4,3.31,False
2025-09-04 10:42:22,node_00,server,0.574,0.682,97.7,4.41,False
2025-09-04 10:52:22,node_00,server,1.0,0.608,75.7,23.72,True
2025-09-04 11:02:22,node_00,server,0.58,0.56,26.4,4.09,False
2025-09-04 11:12:22,node_00,server,0.486,0.592,59.9,3.28,False
2025-09-04 11:22:22,node_00,server,0.559,0.674,81.0,4.52,False
2025-09-04 11:32:22,node_00,server,0.539,0.594,77.5,4.8,False
2025-09-04 11:42:22,node_00,server,0.506,0.752,86.8,3.43,False
2025-09-04 11:52:22,node_00,server,0.402,0.499,61.6,3.23,False
2025-09-04 12:02:22,node_00,server,0.461,0.578,77.6,3.1,False
2025-09-04 12:12:22,node_00,server,0.209,0.686,56.0,2.42,False
2025-09-04 12:22:22,node_00,server,0.563,0.509,34.5,2.67,False
2025-09-04 12:32:22,node_00,server,0.254,0.534,41.2,2.8,False
2025-09-04 12:42:22,node_00,server,0.6,0.686,27.4,4.65,False
2025-09-04 12:52:22,node_00,server,0.483,0.523,54.7,3.39,False
2025-09-04 13:02:22,node_00,server,0.238,0.662,31.2,3.2,False
2025-09-04 13:12:22,node_00,server,0.534,0.688,24.4,4.04,False
2025-09-03 13:22:22,node_01,server,0.439,0.704,20.7,3.43,False
2025-09-03 13:32:22,node_01,server,0.165,0.59,36.5,2.45,False
2025-09-03 13:42:22,node_01,server,0.2,0.514,53.5,3.0,False
2025-09-03 13:52:22,node_01,server,0.326,0.524,69.3,3.17,False
2025-09-03 14:02:22,node_01,server,0.145,0.445,42.2,3.05,False
2025-09-03 14:12:22,node_01,server,0.138,0.556,13.0,2.34,False
2025-09-03 14:22:22,node_01,server,0.177,0.53,31.7,2.24,False
2025-09-03 14:32:22,node_01,server,0.337,0.633,40.4,2.44,False
2025-09-03 14:42:22,node_01,server,0.358,0.59,37.8,3.23,False
2025-09-03 14:52:22,node_01,server,0.227,0.886,17.1,2.66,False
2025-09-03 15:02:22,node_01,server,0.072,0.579,11.9,1.71,False
2025-09-03 15:12:22,node_01,server,0.135,0.589,9.0,2.38,False
2025-09-03 15:22:22,node_01,server,0.291,0.559,8.2,2.86,False
2025-09-03 15:32:22,node_01,server,0.276,0.671,0.0,3.46,False
2025-09-03 15:42:22,node_01,server,0.145,0.702,26.1,3.24,False
2025-09-03 15:52:22,node_01,server,0.176,0.678,0.0,1.9,False
2025-09-03 16:02:22,node_01,server,0.094,0.717,0.0,0.93,False
2025-09-03 16:12:22,node_01,server,0.0,0.597,0.0,1.45,False
2025-09-03 16:22:22,node_01,server,0.414,0.651,58.0,10.72,True
2025-09-03 16:32:22,node_01,server,0.583,0.572,2.8,16.35,True
2025-09-03 16:42:22,node_01,server,0.038,0.549,5.2,1.68,False
2025-09-03 16:52:22,node_01,server,0.024,0.61,0.0,2.46,False
2025-09-03 17:02:22,node_01,server,0.062,0.581,0.0,2.17,False
2025-09-03 17:12:22,node_01,server,0.056,0.6,0.0,1.16,False
2025-09-03 17:22:22,node_01,server,0.139,0.539,0.0,2.16,False
2025-09-03 17:32:22,node_01,server,0.088,0.749,20.4,2.45,False
2025-09-03 17:42:22,node_01,server,0.0,0.428,0.0,2.43,False
2025-09-03 17:52:22,node_01,server,0.0,0.562,17.0,1.1,False
2025-09-03 18:02:22,node_01,server,0.043,0.565,39.8,2.3,False
2025-09-03 18:12:22,node_01,server,0.0,0.681,0.0,2.54,False
2025-09-03 18:22:22,node_01,server,0.082,0.407,4.4,2.6,False
2025-09-03 18:32:22,node_01,server,0.077,0.564,0.5,2.33,False
2025-09-03 18:42:22,node_01,server,0.085,0.621,0.0,2.3,False
2025-09-03 18:52:22,node_01,server,0.046,0.618,0.0,2.21,False
2025-09-03 19:02:22,node_01,server,0.11,0.653,0.0,2.59,False
2025-09-03 19:12:22,node_01,server,0.115,0.511,0.0,2.42,False
2025-09-03 19:22:22,node_01,server,0.031,0.552,0.0,2.4,False
2025-09-03 19:32:22,node_01,server,0.268,0.626,0.0,2.72,False
2025-09-03 19:42:22,node_01,server,0.149,0.642,0.0,2.55,False
2025-09-03 19:52:22,node_01,server,0.028,0.714,3.5,1.83,False
2025-09-03 20:02:22,node_01,server,0.06,0.641,0.0,1.31,False
2025-09-03 20:12:22,node_01,server,0.114,0.529,43.9,2.37,False
2025-09-03 20:22:22,node_01,server,0.211,0.587,13.6,2.67,False
2025-09-03 20:32:22,node_01,server,0.728,0.624,17.2,9.09,True
2025-09-03 20:42:22,node_01,server,0.16,0.659,1.9,2.59,False
2025-09-03 20:52:22,node_01,server,0.243,0.583,17.7,2.94,False
2025-09-03 21:02:22,node_01,server,0.564,0.693,6.7,8.77,True
2025-09-03 21:12:22,node_01,server,0.187,0.536,1.3,2.38,False
2025-09-03 21:22:22,node_01,server,0.172,0.591,35.9,2.28,False
2025-09-03 21:32:22,node_01,server,0.29,0.675,23.2,2.51,False
2025-09-03 21:42:22,node_01,server,0.238,0.561,25.3,2.72,False
2025-09-03 21:52:22,node_01,server,0.047,0.639,0.0,2.65,False
2025-09-03 22:02:22,node_01,server,0.237,0.634,41.2,2.7,False
2025-09-03 22:12:22,node_01,server,0.214,0.582,34.7,2.98,False
2025-09-03 22:22:22,node_01,server,0.234,0.407,0.0,2.52,False
2025-09-03 22:32:22,node_01,server,0.346,0.666,9.5,3.63,False
2025-09-03 22:42:22,node_01,server,0.119,0.641,37.8,2.12,False
2025-09-03 22:52:22,node_01,server,0.274,0.436,30.9,3.1,False
2025-09-03 23:02:22,node_01,server,0.311,0.55,14.6,2.73,False
2025-09-03 23:12:22,node_01,server,0.358,0.505,30.2,2.83,False
2025-09-03 23:22:22,node_01,server,0.392,0.54,6.4,4.04,False
2025-09-03 23:32:22,node_01,server,0.318,0.511,35.8,3.16,False
2025-09-03 23:42:22,node_01,server,0.842,0.655,43.6,23.56,True
2025-09-03 23:52:22,node_01,server,0.409,0.649,28.6,2.34,False
2025-09-04 00:02:22,node_01,server,0.393,0.504,65.4,2.93,False
2025-09-04 00:12:22,node_01,server,0.268,0.445,41.6,3.12,False
2025-09-04 00:22:22,node_01,server,0.322,0.646,76.8,3.34,False
2025-09-04 00:32:22,node_01,server,0.472,0.52,59.5,2.48,False
2025-09-04 00:42:22,node_01,server,0.238,0.566,72.3,2.43,False
2025-09-04 00:52:22,node_01,server,0.331,0.63,55.2,2.93,False
2025-09-04 01:02:22,node_01,server,0.462,0.603,102.1,3.48,False
2025-09-04 01:12:22,node_01,server,0.448,0.531,65.4,3.94,False
2025-09-04 01:22:22,node_01,server,0.421,0.535,64.1,3.1,False
2025-09-04 01:32:22,node_01,server,0.404,0.615,84.6,3.81,False
2025-09-04 01:42:22,node_01,server,0.32,0.529,71.2,2.99,False
2025-09-04 01:52:22,node_01,server,0.544,0.657,45.2,3.25,False
2025-09-04 02:02:22,node_01,server,0.486,0.55,79.0,4.02,False
2025-09-04 02:12:22,node_01,server,0.471,0.594,65.0,3.54,False
2025-09-04 02:22:22,node_01,server,0.592,0.613,72.0,3.2,False
2025-09-04 02:32:22,node_01,server,0.582,0.543,36.5,4.17,False
2025-09-04 02:42:22,node_01,server,0.494,0.693,67.0,3.56,False
2025-09-04 02:52:22,node_01,server,0.584,0.628,100.2,3.67,False
2025-09-04 03:02:22,node_01,server,0.686,0.649,92.7,4.67,False
2025-09-04 03:12:22,node_01,server,0.572,0.431,85.3,3.12,False
2025-09-04 03:22:22,node_01,server,0.504,0.614,96.0,3.88,False
2025-09-04 03:32:22,node_01,server,0.646,0.623,38.1,4.06,False
2025-09-04 03:42:22,node_01,server,0.483,0.506,83.2,3.88,False
2025-09-04 03:52:22,node_01,server,0.689,0.782,83.4,3.1,False
2025-09-04 04:02:22,node_01,server,0.814,0.58,123.1,4.96,False
2025-09-04 04:12:22,node_01,server,0.595,0.726,108.4,3.93,False
2025-09-04 04:22:22,node_01,server,0.741,0.682,93.9,3.96,False
2025-09-04 04:32:22,node_01,server,0.72,0.565,100.8,3.02,False
2025-09-04 04:42:22,node_01,server,0.625,0.525,140.8,3.04,False
2025-09-04 04:52:22,node_01,server,0.825,0.639,87.1,4.2,False
2025-09-04 05:02:22,node_01,server,0.694,0.602,136.2,3.55,False
2025-09-04 05:12:22,node_01,server,0.659,0.522,122.1,4.67,False
2025-09-04 05:22:22,node_01,server,0.632,0.431,100.8,4.94,False
2025-09-04 05:32:22,node_01,server,0.724,0.681,87.8,3.91,False
2025-09-04 05:42:22,node_01,server,0.772,0.778,120.2,4.35,False
2025-09-04 05:52:22,node_01,server,0.738,0.665,68.5,3.87,False
2025-09-04 06:02:22,node_01,server,0.713,0.561,90.5,4.5,False
2025-09-04 06:12:22,node_01,server,0.682,0.619,110.1,3.9,False
2025-09-04 06:22:22,node_01,server,0.742,0.503,104.6,3.67,False
2025-09-04 06:32:22,node_01,server,0.552,0.646,113.5,3.45,False
2025-09-04 06:42:22,node_01,server,0.817,0.551,80.7,4.3,False
2025-09-04 06:52:22,node_01,server,0.575,0.628,121.3,3.26,False
2025-09-04 07:02:22,node_01,server,0.833,0.618,83.9,3.9,False
2025-09-04 07:12:22,node_01,server,0.832,0.541,81.2,4.78,False
2025-09-04 07:22:22,node_01,server,0.801,0.67,75.1,4.66,False
2025-09-04 07:32:22,node_01,server,0.602,0.486,120.5,3.9,False
2025-09-04 07:42:22,node_01,server,0.592,0.656,80.0,3.59,False
2025-09-04 07:52:22,node_01,server,0.727,0.542,81.1,4.11,False
2025-09-04 08:02:22,node_01,server,0.738,0.715,85.8,4.61,False
2025-09-04 08:12:22,node_01,server,0.554,0.593,136.6,4.0,False
2025-09-04 08:22:22,node_01,server,0.756,0.637,89.6,4.62,False
2025-09-04 08:32:22,node_01,server,0.63,0.701,59.1,3.41,False
2025-09-04 08:42:22,node_01,server,0.746,0.526,102.9,3.81,False
2025-09-04 08:52:22,node_01,server,0.558,0.591,102.3,3.79,False
2025-09-04 09:02:22,node_01,server,0.692,0.669,104.3,4.33,False
2025-09-04 09:12:22,node_01,server,0.637,0.514,66.8,3.55,False
2025-09-04 09:22:22,node_01,server,0.467,0.439,76.1,3.71,False
2025-09-04 09:32:22,node_01,server,0.594,0.613,108.3,3.95,False
2025-09-04 09:42:22,node_01,server,0.513,0.651,115.1,3.69,False
2025-09-04 09:52:22,node_01,server,0.695,0.64,86.7,4.41,False
2025-09-04 10:02:22,node_01,server,0.649,0.576,84.2,3.79,False
2025-09-04 10:12:22,node_01,server,0.561,0.681,82.0,3.7,False
2025-09-04 10:22:22,node_01,server,0.607,0.69,58.7,4.02,False
2025-09-04 10:32:22,node_01,server,0.459,0.587,67.7,4.21,False
2025-09-04 10:42:22,node_01,server,0.577,0.469,70.1,4.05,False
2025-09-04 10:52:22,node_01,server,0.532,0.567,88.0,3.67,False
2025-09-04 11:02:22,node_01,server,0.522,0.697,41.1,2.87,False
2025-09-04 11:12:22,node_01,server,0.329,0.679,53.4,3.11,False
2025-09-04 11:22:22,node_01,server,0.423,0.534,38.6,3.82,False
2025-09-04 11:32:22,node_01,server,0.501,0.467,55.6,3.76,False
2025-09-04 11:42:22,node_01,server,0.521,0.474,52.5,3.87,False
2025-09-04 11:52:22,node_01,server,0.439,0.694,70.4,3.49,False
2025-09-04 12:02:22,node_01,server,0.398,0.683,29.5,3.99,False
2025-09-04 12:12:22,node_01,server,0.48,0.623,41.9,3.76,False
2025-09-04 12:22:22,node_01,server,0.478,0.493,49.2,3.91,False
2025-09-04 12:32:22,node_01,server,0.385,0.628,67.4,3.44,False
2025-09-04 12:42:22,node_01,server,0.57,0.569,38.6,11.59,True
2025-09-04 12:52:22,node_01,server,0.406,0.536,27.3,2.89,False
2025-09-04 13:02:22,node_01,server,0.243,0.57,56.7,2.76,False
2025-09-04 13:12:22,node_01,server,0.277,0.536,21.1,2.56,False
2025-09-03 13:22:22,node_02,switch,0.147,0.084,23.4,2.7,False
2025-09-03 13:32:22,node_02,switch,0.193,0.192,48.0,2.18,False
2025-09-03 13:42:22,node_02,switch,0.177,0.171,0.0,2.88,False
2025-09-03 13:52:22,node_02,switch,0.02,0.351,62.8,1.75,False
2025-09-03 14:02:22,node_02,switch,0.149,0.328,17.0,2.09,False
2025-09-03 14:12:22,node_02,switch,0.154,0.192,6.6,2.21,False
2025-09-03 14:22:22,node_02,switch,0.0,0.292,17.3,1.32,False
2025-09-03 14:32:22,node_02,switch,0.101,0.151,48.7,2.36,False
2025-09-03 14:42:22,node_02,switch,0.041,0.122,37.3,3.01,False
2025-09-03 14:52:22,node_02,switch,0.0,0.117,29.0,2.31,False
2025-09-03 15:02:22,node_02,switch,0.0,0.19,24.1,2.68,False
2025-09-03 15:12:22,node_02,switch,0.006,0.22,13.5,2.17,False
2025-09-03 15:22:22,node_02,switch,0.329,0.413,30.2,2.92,False
2025-09-03 15:32:22,node_02,switch,0.032,0.421,28.8,2.39,False
2025-09-03 15:42:22,node_02,switch,0.01,0.345,24.2,1.95,False
2025-09-03 15:52:22,node_02,switch,0.006,0.249,1.8,2.0,False
2025-09-03 16:02:22,node_02,switch,0.0,0.145,1.6,0.93,False
2025-09-03 16:12:22,node_02,switch,0.002,0.241,4.2,2.8,False
2025-09-03 16:22:22,node_02,switch,0.011,0.374,0.0,2.19,False
2025-09-03 16:32:22,node_02,switch,0.212,0.187,0.0,3.18,False
2025-09-03 16:42:22,node_02,switch,0.114,0.268,21.1,2.14,False
2025-09-03 16:52:22,node_02,switch,0.0,0.348,2.9,2.73,False
2025-09-03 17:02:22,node_02,switch,0.024,0.172,21.8,1.36,False
2025-09-03 17:12:22,node_02,switch,0.107,0.407,6.2,2.71,False
2025-09-03 17:22:22,node_02,switch,0.0,0.409,0.0,2.19,False
2025-09-03 17:32:22,node_02,switch,0.0,0.249,0.0,3.03,False
2025-09-03 17:42:22,node_02,switch,0.0,0.271,20.4,1.35,False
2025-09-03 17:52:22,node_02,switch,0.099,0.346,40.0,2.46,False
2025-09-03 18:02:22,node_02,switch,0.111,0.314,0.0,2.28,False
2025-09-03 18:12:22,node_02,switch,0.058,0.265,23.1,2.13,False
2025-09-03 18:22:22,node_02,switch,0.058,0.231,0.0,2.86,False
2025-09-03 18:32:22,node_02,switch,0.171,0.293,0.0,2.19,False
2025-09-03 18:42:22,node_02,switch,0.084,0.251,13.5,2.26,False
2025-09-03 18:52:22,node_02,switch,0.045,0.302,0.0,1.14,False
2025-09-03 19:02:22,node_02,switch,0.091,0.147,6.1,2.37,False
2025-09-03 19:12:22,node_02,switch,0.0,0.302,6.5,1.68,False
2025-09-03 19:22:22,node_02,switch,0.343,0.261,27.6,15.88,True
2025-09-03 19:32:22,node_02,switch,0.478,0.337,0.0,21.54,True
2025-09-03 19:42:22,node_02,switch,0.079,0.202,1.9,1.26,False
2025-09-03 19:52:22,node_02,switch,0.061,0.32,0.0,1.76,False
2025-09-03 20:02:22,node_02,switch,0.163,0.348,0.0,3.69,False
2025-09-03 20:12:22,node_02,switch,0.038,0.142,35.9,2.59,False
2025-09-03 20:22:22,node_02,switch,0.02,0.21,0.0,2.34,False
2025-09-03 20:32:22,node_02,switch,0.111,0.311,6.7,3.1,False
2025-09-03 20:42:22,node_02,switch,0.239,0.263,13.2,2.52,False
2025-09-03 20:52:22,node_02,switch,0.027,0.301,0.0,1.43,False
2025-09-03 21:02:22,node_02,switch,0.237,0.229,35.3,2.71,False
